"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"PRM","GO:0009765","photosynthesis, light harvesting","biological_process","2N@66.12","Pavir.2NG462109","AT2G34420","LHB1B2,LHCB1.5","photosystem II light harvesting complex gene B1B2","LOC_Os01g41710","chlorophyll A-B binding protein, putative, expressed","CAB2R "
"PRM","GO:0009765","photosynthesis, light harvesting","biological_process","3K@38","Pavir.3KG309300","AT2G34420","LHB1B2,LHCB1.5","photosystem II light harvesting complex gene B1B2","LOC_Os01g41710","chlorophyll A-B binding protein, putative, expressed","CAB2R "
"PRM","GO:0009765","photosynthesis, light harvesting","biological_process","9N@26.03","Pavir.9NG220200","AT3G27690","LHCB2,LHCB2.3,LHCB2.4","photosystem II light harvesting complex gene 2.3","LOC_Os03g39610","chlorophyll A-B binding protein, putative, expressed","LHCB|LHCPII "
"PRM","GO:0006415","translational termination","biological_process","9N@26.03","Pavir.9NG159373","AT3G57190","","peptide chain release factor, putative","LOC_Os05g31160","peptide chain release factor 2, putative, expressed",NA
"PRM","GO:0006415","translational termination","biological_process","9N@26.03","Pavir.9NG159600","AT3G57190","","peptide chain release factor, putative","LOC_Os05g31160","peptide chain release factor 2, putative, expressed",NA
"PRM","GO:0006415","translational termination","biological_process","2K@74.02","Pavir.2KG469005","AT5G36170","ATPRFB,HCF109","high chlorophyll fluorescent 109","LOC_Os07g36250","peptide chain release factor protein, putative, expressed",NA
"PRM","GO:0006415","translational termination","biological_process","2K@74.02","Pavir.2KG515400","AT3G26618","ERF1-3","eukaryotic release factor 1-3","LOC_Os07g39870","eukaryotic peptide chain release factor subunit 1-1, putative, expressed",NA
"PRM","GO:0006415","translational termination","biological_process","9N@26.03","Pavir.9NG145400","AT3G26618","ERF1-3","eukaryotic release factor 1-3","LOC_Os03g49580","eukaryotic peptide chain release factor subunit 1-1, putative, expressed",NA
"PRM","GO:0016149","translation release factor activity, codon specific","molecular_function","2K@74.02","Pavir.2KG469005","AT5G36170","ATPRFB,HCF109","high chlorophyll fluorescent 109","LOC_Os07g36250","peptide chain release factor protein, putative, expressed",NA
"PRM","GO:0016149","translation release factor activity, codon specific","molecular_function","2K@74.02","Pavir.2KG515400","AT3G26618","ERF1-3","eukaryotic release factor 1-3","LOC_Os07g39870","eukaryotic peptide chain release factor subunit 1-1, putative, expressed",NA
"PRM","GO:0016149","translation release factor activity, codon specific","molecular_function","9N@26.03","Pavir.9NG145400","AT3G26618","ERF1-3","eukaryotic release factor 1-3","LOC_Os03g49580","eukaryotic peptide chain release factor subunit 1-1, putative, expressed",NA
"PRM","GO:0016149","translation release factor activity, codon specific","molecular_function","9N@26.03","Pavir.9NG159373","AT3G57190","","peptide chain release factor, putative","LOC_Os05g31160","peptide chain release factor 2, putative, expressed",NA
"PRM","GO:0016149","translation release factor activity, codon specific","molecular_function","9N@26.03","Pavir.9NG159600","AT3G57190","","peptide chain release factor, putative","LOC_Os05g31160","peptide chain release factor 2, putative, expressed",NA
"PRM","GO:0016567","protein ubiquitination","biological_process","2N@66.12","Pavir.2NG415500","AT1G20780","ATPUB44,PUB44,SAUL1","senescence-associated E3 ubiquitin ligase 1","LOC_Os12g17880","armadillo/beta-catenin repeat protein-related, putative, expressed",NA
"PRM","GO:0016567","protein ubiquitination","biological_process","5N@84.04","Pavir.5NG109744","AT2G35930","PUB23","plant U-box 23","LOC_Os01g64570","U-box domain-containing protein, putative, expressed",NA
"PRM","GO:0016567","protein ubiquitination","biological_process","9N@26.03","Pavir.9NG191600","AT4G34370","ARI1,ATARI1","RING/U-box superfamily protein","LOC_Os03g42760","zinc finger protein-related, putative, expressed",NA
"PRM","GO:0016567","protein ubiquitination","biological_process","5N@84.04","Pavir.5NG566600","AT5G01830","","ARM repeat superfamily protein","LOC_Os01g60860","spotted leaf 11, putative, expressed",NA
"PRM","GO:0016567","protein ubiquitination","biological_process","9N@26.03","Pavir.9NG191757","AT2G16090","ARI2,ATARI2","RING/U-box superfamily protein","LOC_Os03g42760","zinc finger protein-related, putative, expressed",NA
"PRM","GO:0004176","ATP-dependent peptidase activity","molecular_function","2K@74.02","Pavir.2KG434100","AT1G75460","","ATP-dependent protease La (LON) domain protein","LOC_Os07g32560","ATP-dependent protease, putative, expressed",NA
"PRM","GO:0004176","ATP-dependent peptidase activity","molecular_function","3K@38","Pavir.3KG339927","AT2G25740","","ATP-dependent protease La (LON) domain protein","LOC_Os05g44590","ATP-dependent protease La, putative, expressed",NA
"PRM","GO:0004176","ATP-dependent peptidase activity","molecular_function","3K@38","Pavir.3KG339954","AT2G25740","","ATP-dependent protease La (LON) domain protein","LOC_Os05g44590","ATP-dependent protease La, putative, expressed",NA
"PRM","GO:0004176","ATP-dependent peptidase activity","molecular_function","2N@66.12","Pavir.2NG450000","AT5G47040","LON2","lon protease 2","LOC_Os09g36300","OsLonP4 - Putative Lon protease homologue, expressed","OsLon1 "
"PRM","GO:0008519","ammonium transmembrane transporter activity","molecular_function","5N@84.04","Pavir.5NG110331","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g65000","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0008519","ammonium transmembrane transporter activity","molecular_function","5N@84.04","Pavir.5NG573200","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g61510","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0008519","ammonium transmembrane transporter activity","molecular_function","5N@84.04","Pavir.5NG573300","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g61550","ammonium transporter protein, putative, expressed","OsAMT2;3 "
"PRM","GO:0008519","ammonium transmembrane transporter activity","molecular_function","9N@26.03","Pavir.9NG100800","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g65000","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0015696","ammonium transport","biological_process","5N@84.04","Pavir.5NG110331","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g65000","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0015696","ammonium transport","biological_process","5N@84.04","Pavir.5NG573200","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g61510","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0015696","ammonium transport","biological_process","5N@84.04","Pavir.5NG573300","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g61550","ammonium transporter protein, putative, expressed","OsAMT2;3 "
"PRM","GO:0015696","ammonium transport","biological_process","9N@26.03","Pavir.9NG100800","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g65000","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0072488","ammonium transmembrane transport","biological_process","5N@84.04","Pavir.5NG110331","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g65000","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0072488","ammonium transmembrane transport","biological_process","5N@84.04","Pavir.5NG573200","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g61510","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0072488","ammonium transmembrane transport","biological_process","5N@84.04","Pavir.5NG573300","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g61550","ammonium transporter protein, putative, expressed","OsAMT2;3 "
"PRM","GO:0072488","ammonium transmembrane transport","biological_process","9N@26.03","Pavir.9NG100800","AT2G38290","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os01g65000","ammonium transporter protein, putative, expressed",NA
"PRM","GO:0004807","triose-phosphate isomerase activity","molecular_function","2N@66.12","Pavir.2NG450900","AT2G21170","PDTPI,TIM","triosephosphate isomerase","LOC_Os09g36450","triosephosphate isomerase, chloroplast precursor, putative, expressed",NA
"PRM","GO:0004807","triose-phosphate isomerase activity","molecular_function","5K@14.06","Pavir.5KG089300","AT3G55440","ATCTIMC,CYTOTPI,TPI","triosephosphate isomerase","LOC_Os01g05490","triosephosphate isomerase, cytosolic, putative, expressed","TPI "
"PRM","GO:0004807","triose-phosphate isomerase activity","molecular_function","5N@84.04","Pavir.5NG582700","AT3G55440","ATCTIMC,CYTOTPI,TPI","triosephosphate isomerase","LOC_Os01g62420","triosephosphate isomerase, cytosolic, putative, expressed","OscTPI "
"PRM","GO:0005337","nucleoside transmembrane transporter activity","molecular_function","2K@74.02","Pavir.2KG485100","AT4G05120","ATENT3,ENT3,FUR1","Major facilitator superfamily protein","LOC_Os07g37100","nucleoside transporter, putative, expressed","OsENT2 "
"PRM","GO:0005337","nucleoside transmembrane transporter activity","molecular_function","2K@74.02","Pavir.2KG485105","AT4G05120","ATENT3,ENT3,FUR1","Major facilitator superfamily protein","LOC_Os07g37110","nucleoside transporter, putative, expressed",NA
"PRM","GO:0005337","nucleoside transmembrane transporter activity","molecular_function","2K@74.02","Pavir.2KG485400","AT4G05120","ATENT3,ENT3,FUR1","Major facilitator superfamily protein","LOC_Os07g37110","nucleoside transporter, putative, expressed",NA
"PRM","GO:0008242","omega peptidase activity","molecular_function","3K@38","Pavir.3KG344600","AT1G78660","ATGGH1,GGH1","gamma-glutamyl hydrolase 1","LOC_Os05g44130","gamma-glutamyl hydrolase precursor, putative, expressed",NA
"PRM","GO:0008242","omega peptidase activity","molecular_function","3K@38","Pavir.3KG349900","AT1G78680","ATGGH2,GGH2","gamma-glutamyl hydrolase 2","LOC_Os05g44130","gamma-glutamyl hydrolase precursor, putative, expressed",NA
"PRM","GO:0008242","omega peptidase activity","molecular_function","5N@84.04","Pavir.5NG623630","AT3G54130","","Josephin family protein","LOC_Os01g63250","josephin, putative, expressed",NA
"PRM","GO:0017025","TBP-class protein binding","molecular_function","2N@66.12","Pavir.2NG450800","AT3G10330","","Cyclin-like family protein","LOC_Os09g36440","transcription initiation factor IIB, putative, expressed","OsTFIIB "
"PRM","GO:0017025","TBP-class protein binding","molecular_function","3K@38","Pavir.3KG319100","AT3G10330","","Cyclin-like family protein","LOC_Os05g47480","transcription initiation factor IIB, putative, expressed",NA
"PRM","GO:0017025","TBP-class protein binding","molecular_function","3K@38","Pavir.3KG319200","AT3G10330","","Cyclin-like family protein","LOC_Os05g47480","transcription initiation factor IIB, putative, expressed",NA
"PRM","GO:0004371","glycerone kinase activity","molecular_function","9N@26.03","Pavir.9NG128600","AT3G17770","","Dihydroxyacetone kinase","LOC_Os03g51000","3,4-dihydroxy-2-butanone kinase, putative, expressed",NA
"PRM","GO:0004371","glycerone kinase activity","molecular_function","9N@26.03","Pavir.9NG128700","AT3G17770","","Dihydroxyacetone kinase","LOC_Os03g51000","3,4-dihydroxy-2-butanone kinase, putative, expressed",NA
"PRM","GO:0006071","glycerol metabolic process","biological_process","9N@26.03","Pavir.9NG128600","AT3G17770","","Dihydroxyacetone kinase","LOC_Os03g51000","3,4-dihydroxy-2-butanone kinase, putative, expressed",NA
"PRM","GO:0006071","glycerol metabolic process","biological_process","9N@26.03","Pavir.9NG128700","AT3G17770","","Dihydroxyacetone kinase","LOC_Os03g51000","3,4-dihydroxy-2-butanone kinase, putative, expressed",NA
"PRM","GO:0006869","lipid transport","biological_process","9N@26.03","Pavir.9NG102873","AT1G05440","","C-8 sterol isomerases","","",NA
"PRM","GO:0006869","lipid transport","biological_process","2K@74.02","Pavir.2KG422051","AT5G07630","","lipid transporters","LOC_Os07g30250","RFT1, putative, expressed",NA
"PRM","GO:0016829","lyase activity","molecular_function","5N@84.04","Pavir.5NG110311","AT4G20230","","Terpenoid cyclases/Protein prenyltransferases superfamily protein","LOC_Os03g24690","terpene synthase, putative, expressed",NA
"PRM","GO:0016829","lyase activity","molecular_function","9N@26.03","Pavir.9NG219500","AT4G16740","ATTPS03,TPS03","terpene synthase 03","LOC_Os03g31430","terpene synthase, N-terminal domain containing protein, expressed",NA
"PRM","GO:0043189","H4/H2A histone acetyltransferase complex","cellular_component","2N@66.12","Pavir.2NG415300","AT1G26470","","","LOC_Os05g43680","expressed protein",NA
"PRM","GO:0043189","H4/H2A histone acetyltransferase complex","cellular_component","3K@38","Pavir.3KG357100","AT1G26470","","","LOC_Os05g43680","expressed protein",NA
"PRM","GO:0050660","flavin adenine dinucleotide binding","molecular_function","5K@14.06","Pavir.5KG080200","AT3G51840","ACX4,ATG6,ATSCX","acyl-CoA oxidase 4","LOC_Os01g06600","glutaryl-CoA dehydrogenase, mitochondrial precursor, putative, expressed",NA
"PRM","GO:0050660","flavin adenine dinucleotide binding","molecular_function","9N@26.03","Pavir.9NG235300","AT2G46750","","D-arabinono-1,4-lactone oxidase family protein","LOC_Os03g36530","FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG158400","AT5G42360","","Galactose oxidase/kelch repeat superfamily protein","LOC_Os09g38300","OsFBK20 - F-box domain and kelch repeat containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG159800","AT2G25290","","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","LOC_Os09g38390","octicosapeptide/Phox/Bem1p, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG448600","AT5G24470","APRR5,PRR5","pseudo-response regulator 5","LOC_Os09g36220","response regulator receiver domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG452900","AT2G20990","ATSYTA,NTMC2T1.1,NTMC2TYPE1.1,SYT1,SYTA","synaptotagmin A","LOC_Os09g36770","NTMC2Type1.2 protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG453915","AT4G35050","MSI3,NFC3","Transducin family protein / WD-40 repeat family protein","LOC_Os09g36900","WD domain, G-beta repeat domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG455200","AT1G20200","EMB2719,HAP15","PAM domain (PCI/PINT associated module) protein","LOC_Os09g37000","26S proteasome non-ATPase regulatory subunit 3, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG461100","AT1G20640","","Plant regulator RWP-RK family protein","LOC_Os09g37710","NIN, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG462100","AT1G20670","","DNA-binding bromodomain-containing protein","LOC_Os09g37760","bromodomain domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG470100","AT1G05830","ATX2,SDG30","trithorax-like protein 2","LOC_Os09g38440","ATXR, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG472300","AT3G05675","","BTB/POZ domain-containing protein","LOC_Os07g47260","H-BTB7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG473700","AT1G78980","SRF5","STRUBBELIG-receptor family 5","LOC_Os09g38700","STRUBBELIG-RECEPTOR FAMILY 5 precursor, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG477200","AT5G17240","SDG40","SET domain group 40","LOC_Os07g28840","SET domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG477300","AT1G48410","AGO1","Stabilizer of iron transporter SufD / Polynucleotidyl transferase","LOC_Os07g28850","retrotransposon protein, putative, unclassified, expressed","AGO18|OsAGO18 "
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG477400","AT1G48410","AGO1","Stabilizer of iron transporter SufD / Polynucleotidyl transferase","LOC_Os07g28850","retrotransposon protein, putative, unclassified, expressed","AGO18|OsAGO18 "
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG478200","AT5G66030","ATGRIP,GRIP","Golgi-localized GRIP domain-containing protein","LOC_Os07g28940","ATGRIP/GRIP, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG490000","AT3G16940","","calmodulin binding;transcription regulators","LOC_Os07g30774","calmodulin-binding transcription activator 5, putative, expressed","OsCBT "
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG490600","AT1G02090","ATCSN7,COP15,CSN7,FUS5","Proteasome component (PCI) domain protein","LOC_Os07g30840","proteasome subunit, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG491303","AT3G17380","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG491306","AT1G23140","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os07g31720","GTPase activating protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG491400","AT3G17380","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG491500","AT1G23140","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os07g31720","GTPase activating protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG496100","AT4G11610","","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein","LOC_Os07g30020","anthranilate phosphoribosyltransferase, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG496400","AT1G50870","","F-box and associated interaction domains-containing protein","LOC_Os10g25210","OsFBX384 - F-box domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG496800","AT4G25230","RIN2","RPM1 interacting protein 2","LOC_Os07g30100","RIN3, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG498100","AT4G20140","GSO1","Leucine-rich repeat transmembrane protein kinase","LOC_Os07g31500","leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG501600","AT1G48590","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os07g31830","GTPase activating protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG501700","AT1G28340","AtRLP4,RLP4","receptor like protein 4","LOC_Os07g31840","leucine-rich repeat family protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG505600","AT5G46550","","DNA-binding bromodomain-containing protein","LOC_Os07g32420","bromodomain domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG505900","AT4G18060","","SH3 domain-containing protein","LOC_Os07g32460","src homology-3 domain protein 3, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG509200","AT5G55040","","DNA-binding bromodomain-containing protein","LOC_Os03g03870","DNA-binding bromodomain-containing protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG511200","AT3G51120","","DNA binding;zinc ion binding;nucleic acid binding;nucleic acid binding","LOC_Os02g15160","OsFBX40 - F-box domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG511500","AT4G04670","","Met-10+ like family protein / kelch repeat-containing protein","LOC_Os07g33100","uncharacterized ACR, COG1590 family protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG513900","AT4G21820","","binding;calmodulin binding","LOC_Os07g33370","IQ calmodulin-binding motif family protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG514900","AT1G61850","","phospholipases;galactolipases","LOC_Os07g33670","patatin-like phospholipase family protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","2N@72.03","Pavir.2NG517800","AT3G03800","ATSYP131,SYP131","syntaxin of plants 131","LOC_Os07g07000","syntaxin, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG708000","AT3G43920","ATDCL3,DCL3","dicer-like 3","LOC_Os01g68120","DCL3, putative, expressed","OsDCL3a "
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG717900","AT2G41020","","WW domain-containing protein","LOC_Os01g68760","WW domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG719200","AT5G07280","EMS1,EXS","Leucine-rich repeat transmembrane protein kinase","LOC_Os01g68870","leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed","OsMSP1 "
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG741300","AT5G50530","","CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein","LOC_Os01g69900","CBS domain-containing protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG741400","AT1G67310","","Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains","LOC_Os01g69910","calmodulin-binding transcription activator, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG742100","AT1G27340","","Galactose oxidase/kelch repeat superfamily protein","LOC_Os01g69940","OsFBX32 - F-box domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG742500","AT4G18905","","Transducin/WD40 repeat-like superfamily protein","LOC_Os01g69970","WD domain, G-beta repeat domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG743000","AT1G27430","","GYF domain-containing protein","LOC_Os01g69990","GYF domain containing protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG746100","AT5G13960","KYP,SDG33,SUVH4","SU(VAR)3-9 homolog 4","LOC_Os01g70220","histone-lysine N-methyltransferase, putative, expressed","SDG714 "
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG751300","AT4G15840","","BTB/POZ domain-containing protein","LOC_Os01g70670","BTBM1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG752000","AT3G62760","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g70770","glutathione S-transferase, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","5K@95.5","Pavir.5KG752200","AT1G09070","(AT)SRC2,SRC2","soybean gene regulated by cold-2","LOC_Os01g70790","SRC2 protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG149500","AT1G15130","","Endosomal targeting BRO1-like domain-containing protein","LOC_Os10g35250","vacuolar protein-sorting protein bro1, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG149700","AT5G08390","","Transducin/WD40 repeat-like superfamily protein","LOC_Os10g35200","katanin p80 WD40 repeat-containing subunit B1 homolog 1, putative, expressed","OsKTN80a "
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG155700","AT5G19000","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os10g29110","MBTB45 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG156600","AT5G19000","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os10g28770","MBTB34 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG157500","AT3G19960","ATM1","myosin 1","LOC_Os10g34710","myosin-2 heavy chain, non muscle, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG158100","AT3G02680","ATNBS1,NBS1","nijmegen breakage syndrome 1","LOC_Os10g34580","FHA domain containing protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG159200","AT4G15900","PRL1","pleiotropic regulatory locus 1","LOC_Os03g21990","WD domain, G-beta repeat domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG159500","AT3G43920","ATDCL3,DCL3","dicer-like 3","LOC_Os10g34430","Dicer, putative, expressed","OsDCL3b "
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG160700","AT3G19840","ATPRP40C,PRP40C","pre-mRNA-processing protein 40C","LOC_Os10g34380","retrotransposon protein, putative, unclassified, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG166300","AT1G14330","","Galactose oxidase/kelch repeat superfamily protein","LOC_Os03g07530","OsFBK12 - F-box domain and kelch repeat containing protein, expressed","OsFBK12 "
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG171400","AT1G17230","","Leucine-rich receptor-like protein kinase family protein","LOC_Os08g16580","Cf2/Cf5 disease resistance protein, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG171526","AT1G10360","ATGSTU18,GST29,GSTU18","glutathione S-transferase TAU 18","LOC_Os10g25590","glutathione S-transferase, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG173500","AT3G13380","BRL3","BRI1-like 3","LOC_Os08g25380","serine/threonine-protein kinase BRI1-like 1 precursor, putative, expressed","OsBRL3 "
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG175400","AT5G06620","ATXR4,SDG38","SET domain protein 38","LOC_Os10g27060","SET domain protein 123, putative, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG177100","AT1G55270","","Galactose oxidase/kelch repeat superfamily protein","LOC_Os10g26990","OsFBK23 - F-box domain and kelch repeat containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG179200","AT3G06190","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os10g29310","MBTB51 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG180700","AT3G49450","","F-box and associated interaction domains-containing protein","LOC_Os10g34340","OsFBX388 - F-box domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG180800","AT2G43260","","F-box and associated interaction domains-containing protein","LOC_Os10g34300","OsFBX387 - F-box domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG182600","AT3G28220","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG185970","AT3G17380","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG186540","AT3G17380","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
"SEC","GO:0005515","protein binding","molecular_function","9K@51.96","Pavir.9KG186825","AT3G17380","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
