CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BayesFactor,POS,marker.ID,CHRN,Num_Sig_Conditions,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99375,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99376,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99377,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99378,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99379,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99380,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16109469,16129469,20001,-,spliceSite,1292,99381,Pavir.8KG153201,3.5364891312349327,16119469,Chr08K_16119469,15,7,16101133,16118856,17724,+,41640995,Pavir.8KG153201.1,Pavir.8KG153201.1.p,PF00069,"PTHR27002,PTHR27002:SF111",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672",AT1G11300.1,NA,protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding,LOC_Os11g11890.1,NA,"protein kinase domain containing protein, expressed",18336,613,613
Chr08K,16134314,16154314,20001,-,spliceSite,1293,99382,Pavir.8KG153202,2.2164422796300243,16144314,Chr08K_16144314,15,9,16137216,16137788,573,+,41643949,Pavir.8KG153202.1,Pavir.8KG153202.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,ChrUn.fgenesh.mRNA.80,NA,expressed protein,7098,6526,6526
Chr08K,16134314,16154314,20001,-,spliceSite,1293,99383,Pavir.8KG154900,2.2164422796300243,16144314,Chr08K_16144314,15,9,16145731,16146571,841,+,41643760,Pavir.8KG154900.1,Pavir.8KG154900.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os02g07160.1,NA,"glyoxalase family protein, putative, expressed",-1417,-2257,1417
Chr08K,16745130,16765130,20001,-,spliceSite,1294,99403,Pavir.8KG158300,3.5258135104722634,16755130,Chr08K_16755130,15,9,16752010,16755903,3894,+,41644327,Pavir.8KG158300.1,Pavir.8KG158300.1.p,"PF08276,PF00954,PF01453,PF00069","PTHR27002,PTHR27002:SF37",KOG1187,2.7.11.1,NA,"GO:0048544,GO:0006468,GO:0005524,GO:0004672",AT2G19130.1,NA,S-locus lectin protein kinase family protein,LOC_Os04g01310.1,NA,"serine/threonine-protein kinase receptor precursor, putative, expressed",3120,-773,773
Chr08K,16745130,16765130,20001,-,spliceSite,1294,99404,Pavir.8KG201700,3.5258135104722634,16755130,Chr08K_16755130,15,9,16758377,16761081,2705,+,41641914,Pavir.8KG201700.1,Pavir.8KG201700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3247,-5951,3247
Chr08K,18150221,18170221,20001,-,spliceSite,1295,101865,Pavir.8KG275100,2.0683516542658964,18160221,Chr08K_18160221,15,9,18157042,18160209,3168,-,41640318,Pavir.8KG275100.1,Pavir.8KG275100.1.p,PF00854,"PTHR11654,PTHR11654:SF182",KOG1237,NA,K14638,"GO:0016020,GO:0006810,GO:0005215",AT3G16180.1,NA,Major facilitator superfamily protein,LOC_Os11g23890.1,NA,"peptide transporter PTR2, putative, expressed",3179,12,12
Chr08K,18150221,18170221,20001,-,spliceSite,1295,99459,Pavir.8KG275000,2.0683516542658964,18160221,Chr08K_18160221,15,9,18155926,18156972,1047,+,41641119,Pavir.8KG275000.1,Pavir.8KG275000.1.p,NA,PTHR35290,NA,NA,NA,NA,NA,NA,NA,LOC_Os11g21804.1,NA,expressed protein,4295,3249,3249
Chr08K,21760324,21780324,20001,-,spliceSite,1296,101932,Pavir.8KG168100,2.235730493536156,21770324,Chr08K_21770324,15,9,21762381,21764659,2279,-,41640068,Pavir.8KG168100.1,Pavir.8KG168100.1.p,PF02458,"PTHR31642,PTHR31642:SF9",NA,2.3.1.196,NA,GO:0016747,AT5G17540.1,NA,HXXXD-type acyl-transferase family protein,LOC_Os10g35950.1,NA,"transferase family protein, putative, expressed",7943,5665,5665
Chr08K,22379079,22399079,20001,*,intergenic,1297,NA,NA,3.3263825196722534,22389079,Chr08K_22389079,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,23791903,23811903,20001,*,intergenic,1298,NA,NA,2.026335172850539,23801903,Chr08K_23801903,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,24488546,24508546,20001,*,intergenic,1299,NA,NA,3.133295942910596,24498546,Chr08K_24498546,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,26134078,26154078,20001,*,intergenic,1300,NA,NA,2.84269455841161,26144078,Chr08K_26144078,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,27569165,27589165,20001,*,intergenic,1301,NA,NA,3.428191225036422,27579165,Chr08K_27579165,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,27572285,27592285,20001,*,intergenic,1302,NA,NA,2.7814645819294888,27582285,Chr08K_27582285,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,27596765,27616765,20001,*,intergenic,1303,NA,NA,2.8562830582865666,27606765,Chr08K_27606765,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,30830586,30850586,20001,*,intergenic,1304,NA,NA,2.7860252519333186,30840586,Chr08K_30840586,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,30847054,30867054,20001,*,intergenic,1305,NA,NA,2.652264159067365,30857054,Chr08K_30857054,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,33760132,33780132,20001,+,spliceSite,1306,102227,Pavir.8KG275200,2.5936519827496105,33770132,Chr08K_33770132,15,6,33750542,33761924,11383,-,41643718,Pavir.8KG275200.1,Pavir.8KG275200.1.p,PF00657,"PTHR22835,PTHR22835:SF133",NA,2.3.1.98,NA,GO:0016788,AT1G28650.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os11g31940.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",19590,8208,8208
Chr08K,33760132,33780132,20001,+,spliceSite,1306,102228,Pavir.8KG275200,2.5936519827496105,33770132,Chr08K_33770132,15,6,33750542,33761924,11383,-,41643718,Pavir.8KG275200.1,Pavir.8KG275200.1.p,PF00657,"PTHR22835,PTHR22835:SF133",NA,2.3.1.98,NA,GO:0016788,AT1G28650.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os11g31940.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",19590,8208,8208
Chr08K,33760132,33780132,20001,+,spliceSite,1306,102229,Pavir.8KG275200,2.5936519827496105,33770132,Chr08K_33770132,15,6,33750542,33761924,11383,-,41643718,Pavir.8KG275200.1,Pavir.8KG275200.1.p,PF00657,"PTHR22835,PTHR22835:SF133",NA,2.3.1.98,NA,GO:0016788,AT1G28650.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os11g31940.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",19590,8208,8208
Chr08K,33760132,33780132,20001,+,spliceSite,1306,102230,Pavir.8KG275200,2.5936519827496105,33770132,Chr08K_33770132,15,6,33750542,33761924,11383,-,41643718,Pavir.8KG275200.1,Pavir.8KG275200.1.p,PF00657,"PTHR22835,PTHR22835:SF133",NA,2.3.1.98,NA,GO:0016788,AT1G28650.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os11g31940.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",19590,8208,8208
Chr08K,33760132,33780132,20001,+,spliceSite,1306,102231,Pavir.8KG275200,2.5936519827496105,33770132,Chr08K_33770132,15,6,33750542,33761924,11383,-,41643718,Pavir.8KG275200.1,Pavir.8KG275200.1.p,PF00657,"PTHR22835,PTHR22835:SF133",NA,2.3.1.98,NA,GO:0016788,AT1G28650.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os11g31940.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",19590,8208,8208
Chr08K,34451858,34471858,20001,+,spliceSite,1307,102243,Pavir.8KG265800,2.0418432022725437,34461858,Chr08K_34461858,15,9,34464695,34466752,2058,-,41642002,Pavir.8KG265800.1,Pavir.8KG265800.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2837,-4894,2837
Chr08K,34559798,34579798,20001,-,spliceSite,1308,99869,Pavir.8KG265402,2.3185158293199972,34569798,Chr08K_34569798,15,9,34570122,34571933,1812,+,41641625,Pavir.8KG265402.1,Pavir.8KG265402.1.p,NA,PTHR10492,NA,NA,NA,NA,NA,NA,NA,LOC_Os02g47340.1,NA,"retrotransposon protein, putative, unclassified, expressed",-324,-2135,324
Chr08K,34559798,34579798,20001,-,spliceSite,1308,99870,Pavir.8KG265402,2.3185158293199972,34569798,Chr08K_34569798,15,9,34570122,34571933,1812,+,41641625,Pavir.8KG265402.1,Pavir.8KG265402.1.p,NA,PTHR10492,NA,NA,NA,NA,NA,NA,NA,LOC_Os02g47340.1,NA,"retrotransposon protein, putative, unclassified, expressed",-324,-2135,324
Chr08K,37238253,37258253,20001,+,spliceSite,1309,102284,Pavir.8KG256700,2.0164351256537123,37248253,Chr08K_37248253,15,9,37252815,37261290,8476,-,41642909,Pavir.8KG256700.1,Pavir.8KG256700.1.p,PF10539,"PTHR10857,PTHR10857:SF27",NA,NA,NA,NA,AT5G61910.3,NA,DCD (Development and Cell Death) domain protein,LOC_Os11g32270.1,NA,"N-rich protein, putative, expressed",-4562,-13037,4562
Chr08K,37238253,37258253,20001,-,spliceSite,1309,99929,Pavir.8KG256500,2.0164351256537123,37248253,Chr08K_37248253,15,9,37248023,37249192,1170,+,41642331,Pavir.8KG256500.1,Pavir.8KG256500.1.p,PF00335,"PTHR32191,PTHR32191:SF14",NA,NA,NA,GO:0016021,AT5G46700.1,"TET1,TRN2",Tetraspanin family protein,LOC_Os03g01012.1,NA,"tetraspanin family protein, putative, expressed",230,-939,230
Chr08K,37238253,37258253,20001,-,spliceSite,1309,99930,Pavir.8KG256600,2.0164351256537123,37248253,Chr08K_37248253,15,9,37250217,37253467,3251,+,41644256,Pavir.8KG256600.2,Pavir.8KG256600.2.p,PF00583,"PTHR23091,PTHR23091:SF261",KOG3139,2.3.1.88,K00670,GO:0008080,AT2G38130.1,ATMAK3,Acyl-CoA N-acyltransferases (NAT) superfamily protein,LOC_Os11g32280.1,NA,"acetyltransferase, GNAT family, putative, expressed",-1964,-5214,1964
Chr08K,38365541,38385541,20001,-,spliceSite,1310,99956,Pavir.8KG333301,2.78427895996069,38375541,Chr08K_38375541,15,7,38377214,38378977,1764,+,41642123,Pavir.8KG333301.1,Pavir.8KG333301.1.p,PF08545,"PTHR11877,PTHR11877:SF29",NA,2.3.1.211,NA,"GO:0006633,GO:0004315",AT5G13930.1,"ATCHS,CHS,TT4",Chalcone and stilbene synthase family protein,LOC_Os11g32610.1,NA,"chalcone and stilbene synthases, putative, expressed",-1673,-3436,1673
Chr08K,38365541,38385541,20001,-,spliceSite,1310,99957,Pavir.8KG333302,2.78427895996069,38375541,Chr08K_38375541,15,7,38380035,38381383,1349,+,41641285,Pavir.8KG333302.1,Pavir.8KG333302.1.p,PF08545,"PTHR11877,PTHR11877:SF29",NA,2.3.1.211,NA,"GO:0006633,GO:0004315",AT5G13930.1,"ATCHS,CHS,TT4",Chalcone and stilbene synthase family protein,LOC_Os11g32610.1,NA,"chalcone and stilbene synthases, putative, expressed",-4494,-5842,4494
Chr08K,38373382,38393382,20001,-,spliceSite,1311,99956,Pavir.8KG333301,2.2338047781039654,38383382,Chr08K_38383382,15,5,38377214,38378977,1764,+,41642123,Pavir.8KG333301.1,Pavir.8KG333301.1.p,PF08545,"PTHR11877,PTHR11877:SF29",NA,2.3.1.211,NA,"GO:0006633,GO:0004315",AT5G13930.1,"ATCHS,CHS,TT4",Chalcone and stilbene synthase family protein,LOC_Os11g32610.1,NA,"chalcone and stilbene synthases, putative, expressed",6168,4405,4405
Chr08K,38373382,38393382,20001,-,spliceSite,1311,99957,Pavir.8KG333302,2.2338047781039654,38383382,Chr08K_38383382,15,5,38380035,38381383,1349,+,41641285,Pavir.8KG333302.1,Pavir.8KG333302.1.p,PF08545,"PTHR11877,PTHR11877:SF29",NA,2.3.1.211,NA,"GO:0006633,GO:0004315",AT5G13930.1,"ATCHS,CHS,TT4",Chalcone and stilbene synthase family protein,LOC_Os11g32610.1,NA,"chalcone and stilbene synthases, putative, expressed",3347,1999,1999
Chr08K,38773897,38793897,20001,*,intergenic,1312,NA,NA,2.309433754163121,38783897,Chr08K_38783897,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,40343574,40363574,20001,+,spliceSite,1313,102440,Pavir.8KG269800,5.1054157248628185,40353574,Chr08K_40353574,15,5,40350125,40352774,2650,-,41642826,Pavir.8KG269800.1,Pavir.8KG269800.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3449,800,800
Chr08K,40343574,40363574,20001,+,spliceSite,1313,102441,Pavir.8KG271100,5.1054157248628185,40353574,Chr08K_40353574,15,5,40354475,40362537,8063,-,41644324,Pavir.8KG271100.1,Pavir.8KG271100.1.p,NA,PTHR35512,NA,NA,NA,NA,AT5G43680.2,NA,NA,LOC_Os11g34950.1,NA,expressed protein,-901,-8963,901
Chr08K,40343574,40363574,20001,+,spliceSite,1313,102442,Pavir.8KG271100,5.1054157248628185,40353574,Chr08K_40353574,15,5,40354475,40362537,8063,-,41644324,Pavir.8KG271100.1,Pavir.8KG271100.1.p,NA,PTHR35512,NA,NA,NA,NA,AT5G43680.2,NA,NA,LOC_Os11g34950.1,NA,expressed protein,-901,-8963,901
Chr08K,40343574,40363574,20001,+,spliceSite,1313,102443,Pavir.8KG271100,5.1054157248628185,40353574,Chr08K_40353574,15,5,40354475,40362537,8063,-,41644324,Pavir.8KG271100.1,Pavir.8KG271100.1.p,NA,PTHR35512,NA,NA,NA,NA,AT5G43680.2,NA,NA,LOC_Os11g34950.1,NA,expressed protein,-901,-8963,901
Chr08K,40681527,40701527,20001,-,spliceSite,1314,100058,Pavir.8KG249803,3.7057703148134986,40691527,Chr08K_40691527,15,5,40682620,40683990,1371,+,41644074,Pavir.8KG249803.1,Pavir.8KG249803.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8907,7537,7537
Chr08K,40681527,40701527,20001,+,spliceSite,1314,102469,Pavir.8KG249804,3.7057703148134986,40691527,Chr08K_40691527,15,5,40685283,40688212,2930,-,41644623,Pavir.8KG249804.1,Pavir.8KG249804.1.p,PF01212,"PTHR11751,PTHR11751:SF363",NA,2.6.1.80,K00815,"GO:0016829,GO:0006520",AT5G36160.1,NA,Tyrosine transaminase family protein,LOC_Os11g35040.1,NA,"aminotransferase, classes I and II, domain containing protein, expressed",6244,3315,3315
Chr08K,43039914,43059914,20001,-,spliceSite,1315,100195,Pavir.8KG300100,2.0184756934225763,43049914,Chr08K_43049914,15,8,43055279,43057983,2705,+,41644257,Pavir.8KG300100.2,Pavir.8KG300100.2.p,PF00481,"PTHR13832,PTHR13832:SF266",NA,3.1.3.16,NA,"GO:0003824,GO:0006470,GO:0004722",AT3G63340.2,NA,Protein phosphatase 2C family protein,LOC_Os11g37540.1,NA,"protein phosphatase 2C, putative, expressed",-5365,-8069,5365
Chr08K,43039914,43059914,20001,+,spliceSite,1315,102589,Pavir.8KG302000,2.0184756934225763,43049914,Chr08K_43049914,15,8,43039865,43046568,6704,-,41642294,Pavir.8KG302000.1,Pavir.8KG302000.1.p,"PF13191,PF00931","PTHR23155,PTHR23155:SF529",KOG4658,NA,NA,GO:0043531,AT3G07040.1,"RPM1,RPS3",NB-ARC domain-containing disease resistance protein,LOC_Os08g42670.1,NA,"resistance protein, putative, expressed",10049,3346,3346
Chr08K,43040759,43060759,20001,-,spliceSite,1316,100195,Pavir.8KG300100,2.509197272314602,43050759,Chr08K_43050759,15,9,43055279,43057983,2705,+,41644257,Pavir.8KG300100.2,Pavir.8KG300100.2.p,PF00481,"PTHR13832,PTHR13832:SF266",NA,3.1.3.16,NA,"GO:0003824,GO:0006470,GO:0004722",AT3G63340.2,NA,Protein phosphatase 2C family protein,LOC_Os11g37540.1,NA,"protein phosphatase 2C, putative, expressed",-4520,-7224,4520
Chr08K,43040759,43060759,20001,+,spliceSite,1316,102589,Pavir.8KG302000,2.509197272314602,43050759,Chr08K_43050759,15,9,43039865,43046568,6704,-,41642294,Pavir.8KG302000.1,Pavir.8KG302000.1.p,"PF13191,PF00931","PTHR23155,PTHR23155:SF529",KOG4658,NA,NA,GO:0043531,AT3G07040.1,"RPM1,RPS3",NB-ARC domain-containing disease resistance protein,LOC_Os08g42670.1,NA,"resistance protein, putative, expressed",10894,4191,4191
Chr08K,43494504,43514504,20001,+,spliceSite,1317,102621,Pavir.8KG277600,3.989026842908268,43504504,Chr08K_43504504,15,9,43495187,43499002,3816,-,41643530,Pavir.8KG277600.1,Pavir.8KG277600.1.p,PF00931,"PTHR23155,PTHR23155:SF484",KOG4658,NA,NA,GO:0043531,AT3G46530.1,RPP13,NB-ARC domain-containing disease resistance protein,LOC_Os11g37880.1,NA,"stripe rust resistance protein Yr10, putative, expressed",9317,5502,5502
Chr08K,43494504,43514504,20001,+,spliceSite,1317,102622,Pavir.8KG277600,3.989026842908268,43504504,Chr08K_43504504,15,9,43495187,43499002,3816,-,41643530,Pavir.8KG277600.1,Pavir.8KG277600.1.p,PF00931,"PTHR23155,PTHR23155:SF484",KOG4658,NA,NA,GO:0043531,AT3G46530.1,RPP13,NB-ARC domain-containing disease resistance protein,LOC_Os11g37880.1,NA,"stripe rust resistance protein Yr10, putative, expressed",9317,5502,5502
Chr08K,43494504,43514504,20001,+,spliceSite,1317,102623,Pavir.8KG277680,3.989026842908268,43504504,Chr08K_43504504,15,9,43506180,43508547,2368,-,41641852,Pavir.8KG277680.1,Pavir.8KG277680.1.p,PF00085,"PTHR10438,PTHR10438:SF241",KOG0907,NA,NA,"GO:0045454,GO:0015035,GO:0006662",AT5G06430.1,NA,Thioredoxin superfamily protein,LOC_Os11g38040.1,NA,expressed protein,-1676,-4043,1676
Chr08K,43494504,43514504,20001,+,spliceSite,1317,102624,Pavir.8KG277760,3.989026842908268,43504504,Chr08K_43504504,15,9,43510777,43512130,1354,-,41642367,Pavir.8KG277760.1,Pavir.8KG277760.1.p,PF04185,"PTHR31956,PTHR31956:SF7",NA,3.1.4.3,NA,GO:0016788,AT3G03530.1,NPC4,non-specific phospholipase C4,LOC_Os11g38050.1,NA,"phosphoesterase family protein, putative, expressed",-6273,-7626,6273
Chr08K,43880945,43900945,20001,-,spliceSite,1318,100239,Pavir.8KG322400,3.2990859074576537,43890945,Chr08K_43890945,15,8,43882333,43893273,10941,+,41640655,Pavir.8KG322400.1,Pavir.8KG322400.1.p,PF00931,"PTHR23155,PTHR23155:SF542",KOG4658,NA,NA,GO:0043531,AT1G58410.1,NA,Disease resistance protein (CC-NBS-LRR class) family,LOC_Os08g09110.1,NA,"NB-ARC domain containing protein, expressed",8612,-2328,2328
Chr08K,43880945,43900945,20001,-,spliceSite,1318,100240,Pavir.8KG322400,3.2990859074576537,43890945,Chr08K_43890945,15,8,43882333,43893273,10941,+,41640655,Pavir.8KG322400.1,Pavir.8KG322400.1.p,PF00931,"PTHR23155,PTHR23155:SF542",KOG4658,NA,NA,GO:0043531,AT1G58410.1,NA,Disease resistance protein (CC-NBS-LRR class) family,LOC_Os08g09110.1,NA,"NB-ARC domain containing protein, expressed",8612,-2328,2328
Chr08K,43880945,43900945,20001,-,spliceSite,1318,100241,Pavir.8KG322400,3.2990859074576537,43890945,Chr08K_43890945,15,8,43882333,43893273,10941,+,41640655,Pavir.8KG322400.1,Pavir.8KG322400.1.p,PF00931,"PTHR23155,PTHR23155:SF542",KOG4658,NA,NA,GO:0043531,AT1G58410.1,NA,Disease resistance protein (CC-NBS-LRR class) family,LOC_Os08g09110.1,NA,"NB-ARC domain containing protein, expressed",8612,-2328,2328
Chr08K,44154493,44174493,20001,*,intergenic,1319,NA,NA,2.321992361829968,44164493,Chr08K_44164493,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,48167628,48187628,20001,-,spliceSite,1320,100498,Pavir.8KG351000,3.3645882912649143,48177628,Chr08K_48177628,15,8,48170993,48172078,1086,+,41640138,Pavir.8KG351000.1,Pavir.8KG351000.1.p,PF00651,"PTHR26379,PTHR26379:SF162",NA,NA,NA,GO:0005515,AT5G19000.1,"ATBPM1,BPM1",BTB-POZ and MATH domain 1,LOC_Os10g29050.1,NA,"MBTB43 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",6635,5550,5550
Chr08K,48167628,48187628,20001,-,spliceSite,1320,100499,Pavir.8KG351100,3.3645882912649143,48177628,Chr08K_48177628,15,8,48173875,48175907,2033,+,41640959,Pavir.8KG351100.1,Pavir.8KG351100.1.p,"PF00271,PF00270",PTHR24031,NA,3.6.4.13,NA,"GO:0005524,GO:0003676",AT2G33730.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os03g50090.4,NA,"transposon protein, putative, CACTA, En/Spm sub-class, expressed",3753,1721,1721
Chr08K,48167628,48187628,20001,+,spliceSite,1320,102834,Pavir.8KG351200,3.3645882912649143,48177628,Chr08K_48177628,15,8,48179103,48180419,1317,-,41639998,Pavir.8KG351200.2,Pavir.8KG351200.2.p,PF00651,"PTHR26379,PTHR26379:SF168",KOG4591,NA,K10523,GO:0005515,AT3G06190.1,"ATBPM2,BPM2",BTB-POZ and MATH domain 2,LOC_Os10g28810.1,NA,"MBTB37 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",-1475,-2791,1475
Chr08K,49142570,49162570,20001,+,spliceSite,1321,102902,Pavir.8KG327000,2.0571685510967272,49152570,Chr08K_49152570,15,9,49155308,49157287,1980,-,41642020,Pavir.8KG327000.1,Pavir.8KG327000.1.p,NA,PTHR33075,NA,NA,NA,NA,NA,NA,NA,LOC_Os08g17560.1,NA,expressed protein,-2738,-4717,2738
Chr08K,50453390,50473390,20001,-,spliceSite,1322,100582,Pavir.8KG059634,2.206641863140074,50463390,Chr08K_50463390,15,9,50454904,50455378,475,+,41642326,Pavir.8KG059634.1,Pavir.8KG059634.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os06g38680.1,NA,expressed protein,8486,8012,8012
Chr08K,51589629,51609629,20001,+,spliceSite,1323,103060,Pavir.8KG363620,2.2664238514125055,51599629,Chr08K_51599629,15,9,51597244,51613405,16162,-,41642768,Pavir.8KG363620.1,Pavir.8KG363620.1.p,"PF00394,PF07732,PF07731","PTHR11709,PTHR11709:SF119",KOG1263,1.10.3.2,K05909,"GO:0055114,GO:0016491,GO:0005507",AT5G01050.1,NA,Laccase/Diphenol oxidase family protein,LOC_Os10g20610.1,NA,"laccase-15 precursor, putative, expressed",2385,-13776,2385
Chr08K,51831358,51851358,20001,*,intergenic,1324,NA,NA,3.3719270515763595,51841358,Chr08K_51841358,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,51949489,51969489,20001,*,intergenic,1325,NA,NA,2.0559368719845,51959489,Chr08K_51959489,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
