CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BF_All,POS,marker.ID,CHRN,NumSigCond_All,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr08K,52058478,52078478,20001,+,spliceSite,1635,103094,Pavir.8KG371000,2.389667069825813,52068478,Chr08K_52068478,15,9,52069649,52078436,8788,-,41642848,Pavir.8KG371000.1,Pavir.8KG371000.1.p,PF08514,"PTHR11199,PTHR11199:SF0",KOG2011,NA,K06671,NA,AT2G47980.1,"ATSCC3,SCC3",sister-chromatid cohesion protein 3,LOC_Os05g09620.1,NA,"SCC3, putative, expressed",-1171,-9958,1171
Chr08K,52058478,52078478,20001,+,spliceSite,1635,103095,Pavir.8KG371000,2.389667069825813,52068478,Chr08K_52068478,15,9,52069649,52078436,8788,-,41642848,Pavir.8KG371000.1,Pavir.8KG371000.1.p,PF08514,"PTHR11199,PTHR11199:SF0",KOG2011,NA,K06671,NA,AT2G47980.1,"ATSCC3,SCC3",sister-chromatid cohesion protein 3,LOC_Os05g09620.1,NA,"SCC3, putative, expressed",-1171,-9958,1171
Chr08K,52058478,52078478,20001,+,spliceSite,1635,103096,Pavir.8KG371000,2.389667069825813,52068478,Chr08K_52068478,15,9,52069649,52078436,8788,-,41642848,Pavir.8KG371000.1,Pavir.8KG371000.1.p,PF08514,"PTHR11199,PTHR11199:SF0",KOG2011,NA,K06671,NA,AT2G47980.1,"ATSCC3,SCC3",sister-chromatid cohesion protein 3,LOC_Os05g09620.1,NA,"SCC3, putative, expressed",-1171,-9958,1171
Chr08K,52058478,52078478,20001,+,spliceSite,1635,103097,Pavir.8KG371000,2.389667069825813,52068478,Chr08K_52068478,15,9,52069649,52078436,8788,-,41642848,Pavir.8KG371000.1,Pavir.8KG371000.1.p,PF08514,"PTHR11199,PTHR11199:SF0",KOG2011,NA,K06671,NA,AT2G47980.1,"ATSCC3,SCC3",sister-chromatid cohesion protein 3,LOC_Os05g09620.1,NA,"SCC3, putative, expressed",-1171,-9958,1171
Chr08K,52121768,52141768,20001,+,spliceSite,1636,103106,Pavir.8KG371800,2.4947642198405404,52131768,Chr08K_52131768,15,9,52115662,52125021,9360,-,41640989,Pavir.8KG371800.3,Pavir.8KG371800.3.p,NA,"PTHR12606,PTHR12606:SF31",NA,NA,NA,NA,NA,NA,NA,LOC_Os12g18920.1,NA,expressed protein,16106,6747,6747
Chr08K,52121768,52141768,20001,+,spliceSite,1636,103107,Pavir.8KG371802,2.4947642198405404,52131768,Chr08K_52131768,15,9,52132478,52147666,15189,-,41640368,Pavir.8KG371802.1,Pavir.8KG371802.1.p,PF00579,"PTHR11946,PTHR11946:SF53",KOG2144,6.1.1.1,K01866,"GO:0006418,GO:0005524,GO:0004812,GO:0000166",AT1G28350.1,NA,Nucleotidylyl transferase superfamily protein,LOC_Os08g05490.1,NA,"tRNA synthetase, putative, expressed",-710,-15898,710
Chr08K,52678625,52698625,20001,-,spliceSite,1637,100675,Pavir.8KG376600,3.0685583217322865,52688625,Chr08K_52688625,15,7,52685750,52688687,2938,+,41643333,Pavir.8KG376600.1,Pavir.8KG376600.1.p,PF12274,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g39980.1,NA,expressed protein,2875,-62,62
Chr08K,52678625,52698625,20001,-,spliceSite,1637,100676,Pavir.8KG376700,3.0685583217322865,52688625,Chr08K_52688625,15,7,52693397,52696917,3521,+,41642218,Pavir.8KG376700.3,Pavir.8KG376700.3.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os04g48710.2,NA,expressed protein,-4772,-8292,4772
Chr08K,52678625,52698625,20001,-,spliceSite,1637,100677,Pavir.8KG376702,3.0685583217322865,52688625,Chr08K_52688625,15,7,52698233,52702263,4031,+,41640427,Pavir.8KG376702.1,Pavir.8KG376702.1.p,PF12274,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os05g39980.1,NA,expressed protein,-9608,-13638,9608
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100712,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100713,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100714,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100715,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100716,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100717,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100718,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53042611,53062611,20001,-,spliceSite,1638,100719,Pavir.8KG343300,2.065272003817358,53052611,Chr08K_53052611,15,6,53060586,53067835,7250,+,41641361,Pavir.8KG343300.1,Pavir.8KG343300.1.p,PF07714,"PTHR27002,PTHR27002:SF115",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0004672",AT1G61430.1,NA,S-locus lectin protein kinase family protein,LOC_Os12g14699.1,NA,"protein kinase domain containing protein, expressed",-7975,-15224,7975
Chr08K,53315790,53335790,20001,+,spliceSite,1639,103176,Pavir.8KG334800,3.185512805037329,53325790,Chr08K_53325790,15,9,53308280,53315890,7611,-,41640142,Pavir.8KG334800.1,Pavir.8KG334800.1.p,"PF00307,PF00225","PTHR24115,PTHR24115:SF468",KOG0239,3.6.4.5,K10406,"GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT2G47500.1,NA,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain,LOC_Os11g44880.1,NA,"kinesin-4, putative, expressed",17510,9900,9900
Chr08K,53315790,53335790,20001,+,spliceSite,1639,103177,Pavir.8KG334800,3.185512805037329,53325790,Chr08K_53325790,15,9,53308280,53315890,7611,-,41640142,Pavir.8KG334800.1,Pavir.8KG334800.1.p,"PF00307,PF00225","PTHR24115,PTHR24115:SF468",KOG0239,3.6.4.5,K10406,"GO:0005515,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT2G47500.1,NA,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain,LOC_Os11g44880.1,NA,"kinesin-4, putative, expressed",17510,9900,9900
Chr08K,53315790,53335790,20001,+,spliceSite,1639,103178,Pavir.8KG334700,3.185512805037329,53325790,Chr08K_53325790,15,9,53322352,53324699,2348,-,41643408,Pavir.8KG334700.1,Pavir.8KG334700.1.p,"PF00069,PF00139","PTHR27007,PTHR27007:SF42",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672,GO:0030246",AT2G37710.1,RLK,receptor lectin kinase,LOC_Os07g03830.1,NA,"lectin-like receptor kinase, putative, expressed",3438,1091,1091
Chr08K,53315790,53335790,20001,+,spliceSite,1639,103179,Pavir.8KG334702,3.185512805037329,53325790,Chr08K_53325790,15,9,53333080,53335455,2376,-,41643073,Pavir.8KG334702.1,Pavir.8KG334702.1.p,"PF00069,PF00139","PTHR27007,PTHR27007:SF41",KOG1187,2.7.11.1,NA,"GO:0006468,GO:0005524,GO:0004672,GO:0030246",AT3G53810.1,NA,Concanavalin A-like lectin protein kinase family protein,LOC_Os07g18240.1,NA,"lectin-like receptor kinase, putative, expressed",-7290,-9665,7290
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100746,Pavir.8KG337133,2.3336144157843792,53522171,Chr08K_53522171,15,9,53511703,53513019,1317,+,41643117,Pavir.8KG337133.1,Pavir.8KG337133.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10468,9152,9152
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100747,Pavir.8KG337133,2.3336144157843792,53522171,Chr08K_53522171,15,9,53511703,53513019,1317,+,41643117,Pavir.8KG337133.1,Pavir.8KG337133.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10468,9152,9152
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100748,Pavir.8KG337133,2.3336144157843792,53522171,Chr08K_53522171,15,9,53511703,53513019,1317,+,41643117,Pavir.8KG337133.1,Pavir.8KG337133.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10468,9152,9152
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100749,Pavir.8KG337133,2.3336144157843792,53522171,Chr08K_53522171,15,9,53511703,53513019,1317,+,41643117,Pavir.8KG337133.1,Pavir.8KG337133.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10468,9152,9152
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100750,Pavir.8KG382200,2.3336144157843792,53522171,Chr08K_53522171,15,9,53514493,53524994,10502,+,41643818,Pavir.8KG382200.3,Pavir.8KG382200.3.p,NA,PTHR13164,NA,NA,NA,NA,AT1G55860.1,UPL1,ubiquitin-protein ligase 1,LOC_Os04g40720.1,NA,expressed protein,7678,-2823,2823
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100751,Pavir.8KG382200,2.3336144157843792,53522171,Chr08K_53522171,15,9,53514493,53524994,10502,+,41643818,Pavir.8KG382200.3,Pavir.8KG382200.3.p,NA,PTHR13164,NA,NA,NA,NA,AT1G55860.1,UPL1,ubiquitin-protein ligase 1,LOC_Os04g40720.1,NA,expressed protein,7678,-2823,2823
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100752,Pavir.8KG382200,2.3336144157843792,53522171,Chr08K_53522171,15,9,53514493,53524994,10502,+,41643818,Pavir.8KG382200.3,Pavir.8KG382200.3.p,NA,PTHR13164,NA,NA,NA,NA,AT1G55860.1,UPL1,ubiquitin-protein ligase 1,LOC_Os04g40720.1,NA,expressed protein,7678,-2823,2823
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100753,Pavir.8KG382300,2.3336144157843792,53522171,Chr08K_53522171,15,9,53527356,53529790,2435,+,41643109,Pavir.8KG382300.2,Pavir.8KG382300.2.p,PF03080,"PTHR31589,PTHR31589:SF8",NA,NA,NA,NA,AT2G44210.2,NA,Protein of Unknown Function (DUF239),LOC_Os12g29370.1,NA,"ZmEBE-1 protein, putative, expressed",-5185,-7619,5185
Chr08K,53512171,53532171,20001,-,spliceSite,1640,100754,Pavir.8KG382300,2.3336144157843792,53522171,Chr08K_53522171,15,9,53527356,53529790,2435,+,41643109,Pavir.8KG382300.2,Pavir.8KG382300.2.p,PF03080,"PTHR31589,PTHR31589:SF8",NA,NA,NA,NA,AT2G44210.2,NA,Protein of Unknown Function (DUF239),LOC_Os12g29370.1,NA,"ZmEBE-1 protein, putative, expressed",-5185,-7619,5185
Chr08K,53703347,53723347,20001,-,spliceSite,1641,100758,Pavir.8KG398415,2.595279658237458,53713347,Chr08K_53713347,15,9,53714576,53717949,3374,+,41640095,Pavir.8KG398415.1,Pavir.8KG398415.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1229,-4602,1229
Chr08K,53703347,53723347,20001,-,spliceSite,1641,100759,Pavir.8KG398415,2.595279658237458,53713347,Chr08K_53713347,15,9,53714576,53717949,3374,+,41640095,Pavir.8KG398415.1,Pavir.8KG398415.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1229,-4602,1229
Chr08K,53703347,53723347,20001,-,spliceSite,1641,100760,Pavir.8KG398430,2.595279658237458,53713347,Chr08K_53713347,15,9,53717792,53723568,5777,+,41640271,Pavir.8KG398430.1,Pavir.8KG398430.1.p,PF00931,"PTHR23155,PTHR23155:SF570",KOG4658,NA,NA,GO:0043531,AT3G14470.1,NA,NB-ARC domain-containing disease resistance protein,LOC_Os11g45180.1,NA,"NBS-LRR disease resistance protein, putative, expressed",-4445,-10221,4445
Chr08K,53703347,53723347,20001,-,spliceSite,1641,100761,Pavir.8KG398445,2.595279658237458,53713347,Chr08K_53713347,15,9,53718202,53718416,215,+,41644550,Pavir.8KG398445.1,Pavir.8KG398445.1.p,NA,"PTHR33248,PTHR33248:SF2",NA,NA,NA,NA,NA,NA,NA,LOC_Os02g30480.1,NA,"retrotransposon protein, putative, unclassified, expressed",-4855,-5069,4855
Chr08K,53703347,53723347,20001,-,spliceSite,1641,100762,Pavir.8KG398430,2.595279658237458,53713347,Chr08K_53713347,15,9,53717792,53723568,5777,+,41640271,Pavir.8KG398430.1,Pavir.8KG398430.1.p,PF00931,"PTHR23155,PTHR23155:SF570",KOG4658,NA,NA,GO:0043531,AT3G14470.1,NA,NB-ARC domain-containing disease resistance protein,LOC_Os11g45180.1,NA,"NBS-LRR disease resistance protein, putative, expressed",-4445,-10221,4445
Chr08K,54193532,54213532,20001,-,spliceSite,1642,100776,Pavir.8KG386100,2.195846871458139,54203532,Chr08K_54203532,15,9,54193738,54194785,1048,+,41642403,Pavir.8KG386100.1,Pavir.8KG386100.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9794,8747,8747
Chr08K,54193532,54213532,20001,-,spliceSite,1642,100777,Pavir.8KG386115,2.195846871458139,54203532,Chr08K_54203532,15,9,54196774,54200966,4193,+,41644033,Pavir.8KG386115.1,Pavir.8KG386115.1.p,PF07714,"PTHR23257,PTHR23257:SF485",NA,2.7.11.1,NA,"GO:0006468,GO:0004672",AT5G49470.3,NA,PAS domain-containing protein tyrosine kinase family protein,LOC_Os11g45280.2,NA,"protein kinase family protein, putative, expressed",6758,2566,2566
Chr08K,54193532,54213532,20001,-,spliceSite,1642,100778,Pavir.8KG386130,2.195846871458139,54203532,Chr08K_54203532,15,9,54201997,54204469,2473,+,41642295,Pavir.8KG386130.1,Pavir.8KG386130.1.p,PF07714,"PTHR23257,PTHR23257:SF485",NA,2.7.11.1,NA,"GO:0006468,GO:0004672",AT5G49470.3,NA,PAS domain-containing protein tyrosine kinase family protein,LOC_Os12g37570.1,NA,"protein kinase family protein, putative, expressed",1535,-937,937
Chr08K,54193532,54213532,20001,-,spliceSite,1642,100779,Pavir.8KG384515,2.195846871458139,54203532,Chr08K_54203532,15,9,54205804,54208512,2709,+,41643143,Pavir.8KG384515.1,Pavir.8KG384515.1.p,NA,"PTHR11439,PTHR11439:SF185",NA,NA,NA,NA,NA,NA,NA,LOC_Os12g41350.2,NA,"meiotic asynaptic mutant 1, putative, expressed",-2272,-4980,2272
Chr08K,54193532,54213532,20001,-,spliceSite,1642,100780,Pavir.8KG386500,2.195846871458139,54203532,Chr08K_54203532,15,9,54212917,54216512,3596,+,41639978,Pavir.8KG386500.2,Pavir.8KG386500.2.p,PF00249,"PTHR12374,PTHR12374:SF19",NA,NA,NA,NA,AT5G47390.1,NA,myb-like transcription factor family protein,LOC_Os10g41260.1,NA,"MYB family transcription factor, putative, expressed",-9385,-12980,9385
Chr08K,54193532,54213532,20001,+,spliceSite,1642,103207,Pavir.8KG384500,2.195846871458139,54203532,Chr08K_54203532,15,9,54204735,54205850,1116,-,41643647,Pavir.8KG384500.2,Pavir.8KG384500.2.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1203,-2318,1203
Chr08K,54193532,54213532,20001,+,spliceSite,1642,103208,Pavir.8KG384600,2.195846871458139,54203532,Chr08K_54203532,15,9,54212237,54212911,675,-,41641454,Pavir.8KG384600.1,Pavir.8KG384600.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os11g45320.1,NA,expressed protein,-8705,-9379,8705
Chr08K,54205468,54225468,20001,-,spliceSite,1643,100779,Pavir.8KG384515,3.3999223215126237,54215468,Chr08K_54215468,15,5,54205804,54208512,2709,+,41643143,Pavir.8KG384515.1,Pavir.8KG384515.1.p,NA,"PTHR11439,PTHR11439:SF185",NA,NA,NA,NA,NA,NA,NA,LOC_Os12g41350.2,NA,"meiotic asynaptic mutant 1, putative, expressed",9664,6956,6956
Chr08K,54205468,54225468,20001,-,spliceSite,1643,100780,Pavir.8KG386500,3.3999223215126237,54215468,Chr08K_54215468,15,5,54212917,54216512,3596,+,41639978,Pavir.8KG386500.2,Pavir.8KG386500.2.p,PF00249,"PTHR12374,PTHR12374:SF19",NA,NA,NA,NA,AT5G47390.1,NA,myb-like transcription factor family protein,LOC_Os10g41260.1,NA,"MYB family transcription factor, putative, expressed",2551,-1044,1044
Chr08K,54205468,54225468,20001,-,spliceSite,1643,100781,Pavir.8KG385000,3.3999223215126237,54215468,Chr08K_54215468,15,5,54219396,54221793,2398,+,41640334,Pavir.8KG385000.1,Pavir.8KG385000.1.p,NA,PTHR33120,NA,NA,NA,NA,NA,NA,NA,LOC_Os02g12480.1,NA,expressed protein,-3928,-6325,3928
Chr08K,54205468,54225468,20001,-,spliceSite,1643,100782,Pavir.8KG385100,3.3999223215126237,54215468,Chr08K_54215468,15,5,54223659,54226697,3039,+,41644437,Pavir.8KG385100.1,Pavir.8KG385100.1.p,PF00857,"PTHR11080,PTHR11080:SF24",NA,NA,NA,"GO:0008152,GO:0003824",AT2G22570.1,"ATNIC1,NIC1",nicotinamidase 1,LOC_Os02g39400.1,NA,"isochorismatase family protein, putative, expressed",-8191,-11229,8191
Chr08K,54205468,54225468,20001,-,spliceSite,1643,100783,Pavir.8KG385100,3.3999223215126237,54215468,Chr08K_54215468,15,5,54223659,54226697,3039,+,41644437,Pavir.8KG385100.1,Pavir.8KG385100.1.p,PF00857,"PTHR11080,PTHR11080:SF24",NA,NA,NA,"GO:0008152,GO:0003824",AT2G22570.1,"ATNIC1,NIC1",nicotinamidase 1,LOC_Os02g39400.1,NA,"isochorismatase family protein, putative, expressed",-8191,-11229,8191
Chr08K,54205468,54225468,20001,+,spliceSite,1643,103207,Pavir.8KG384500,3.3999223215126237,54215468,Chr08K_54215468,15,5,54204735,54205850,1116,-,41643647,Pavir.8KG384500.2,Pavir.8KG384500.2.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10733,9618,9618
Chr08K,54205468,54225468,20001,+,spliceSite,1643,103208,Pavir.8KG384600,3.3999223215126237,54215468,Chr08K_54215468,15,5,54212237,54212911,675,-,41641454,Pavir.8KG384600.1,Pavir.8KG384600.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os11g45320.1,NA,expressed protein,3231,2557,2557
Chr08K,54211579,54231579,20001,-,spliceSite,1644,100780,Pavir.8KG386500,2.2873806975460296,54221579,Chr08K_54221579,15,5,54212917,54216512,3596,+,41639978,Pavir.8KG386500.2,Pavir.8KG386500.2.p,PF00249,"PTHR12374,PTHR12374:SF19",NA,NA,NA,NA,AT5G47390.1,NA,myb-like transcription factor family protein,LOC_Os10g41260.1,NA,"MYB family transcription factor, putative, expressed",8662,5067,5067
Chr08K,54211579,54231579,20001,-,spliceSite,1644,100781,Pavir.8KG385000,2.2873806975460296,54221579,Chr08K_54221579,15,5,54219396,54221793,2398,+,41640334,Pavir.8KG385000.1,Pavir.8KG385000.1.p,NA,PTHR33120,NA,NA,NA,NA,NA,NA,NA,LOC_Os02g12480.1,NA,expressed protein,2183,-214,214
Chr08K,54211579,54231579,20001,-,spliceSite,1644,100782,Pavir.8KG385100,2.2873806975460296,54221579,Chr08K_54221579,15,5,54223659,54226697,3039,+,41644437,Pavir.8KG385100.1,Pavir.8KG385100.1.p,PF00857,"PTHR11080,PTHR11080:SF24",NA,NA,NA,"GO:0008152,GO:0003824",AT2G22570.1,"ATNIC1,NIC1",nicotinamidase 1,LOC_Os02g39400.1,NA,"isochorismatase family protein, putative, expressed",-2080,-5118,2080
Chr08K,54211579,54231579,20001,-,spliceSite,1644,100783,Pavir.8KG385100,2.2873806975460296,54221579,Chr08K_54221579,15,5,54223659,54226697,3039,+,41644437,Pavir.8KG385100.1,Pavir.8KG385100.1.p,PF00857,"PTHR11080,PTHR11080:SF24",NA,NA,NA,"GO:0008152,GO:0003824",AT2G22570.1,"ATNIC1,NIC1",nicotinamidase 1,LOC_Os02g39400.1,NA,"isochorismatase family protein, putative, expressed",-2080,-5118,2080
Chr08K,54211579,54231579,20001,+,spliceSite,1644,103208,Pavir.8KG384600,2.2873806975460296,54221579,Chr08K_54221579,15,5,54212237,54212911,675,-,41641454,Pavir.8KG384600.1,Pavir.8KG384600.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os11g45320.1,NA,expressed protein,9342,8668,8668
Chr08K,54211579,54231579,20001,+,spliceSite,1644,103209,Pavir.8KG385115,2.2873806975460296,54221579,Chr08K_54221579,15,5,54227804,54228447,644,-,41641370,Pavir.8KG385115.1,Pavir.8KG385115.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6225,-6868,6225
Chr08N,532857,552857,20001,+,spliceSite,1645,103324,Pavir.8NG354640,2.1375197558581256,542857,Chr08N_542857,16,9,529502,534044,4543,+,41633669,Pavir.8NG354640.1,Pavir.8NG354640.1.p,NA,"PTHR37176,PTHR37176:SF1",NA,NA,NA,NA,AT1G07060.1,NA,NA,LOC_Os11g01540.1,NA,expressed protein,13355,8813,8813
Chr08N,532857,552857,20001,+,spliceSite,1645,103325,Pavir.8NG004600,2.1375197558581256,542857,Chr08N_542857,16,9,534114,536879,2766,+,41634293,Pavir.8NG004600.1,Pavir.8NG004600.1.p,PF03195,"PTHR31301,PTHR31301:SF4",NA,NA,NA,NA,AT2G30130.1,"ASL5,LBD12,PCK1",Lateral organ boundaries (LOB) domain family protein,LOC_Os05g27980.1,NA,"DUF260 domain containing protein, putative, expressed",8743,5978,5978
Chr08N,532857,552857,20001,+,spliceSite,1645,103326,Pavir.8NG004400,2.1375197558581256,542857,Chr08N_542857,16,9,549057,550123,1067,+,41633218,Pavir.8NG004400.1,Pavir.8NG004400.1.p,PF13839,"PTHR32285,PTHR32285:SF46",NA,NA,NA,NA,AT2G38320.1,TBL34,TRICHOME BIREFRINGENCE-LIKE 34,LOC_Os11g01570.1,NA,"PMR5, putative, expressed",-6200,-7266,6200
Chr08N,1184369,1204369,20001,+,spliceSite,1646,103383,Pavir.8NG037201,2.658246661221697,1194369,Chr08N_1194369,16,9,1190483,1191500,1018,+,41631240,Pavir.8NG037201.1,Pavir.8NG037201.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3886,2869,2869
Chr08N,1184369,1204369,20001,+,spliceSite,1646,103384,Pavir.8NG037100,2.658246661221697,1194369,Chr08N_1194369,16,9,1194093,1197399,3307,+,41632701,Pavir.8NG037100.3,Pavir.8NG037100.3.p,PF01529,"PTHR22883,PTHR22883:SF94",KOG1311,2.3.1.225,NA,GO:0008270,AT3G56930.1,NA,DHHC-type zinc finger family protein,LOC_Os12g03730.1,NA,"zinc finger DHHC domain-containing protein, putative, expressed",276,-3030,276
Chr08N,1184369,1204369,20001,+,spliceSite,1646,103385,Pavir.8NG036900,2.658246661221697,1194369,Chr08N_1194369,16,9,1199213,1201911,2699,+,41633527,Pavir.8NG036900.1,Pavir.8NG036900.1.p,PF00782,"PTHR10159,PTHR10159:SF326",KOG1716,NA,NA,"GO:0008138,GO:0006470",AT3G10940.1,NA,dual specificity protein phosphatase (DsPTP1) family protein,LOC_Os12g02120.2,NA,"dual specificity protein phosphatase, putative, expressed",-4844,-7542,4844
Chr08N,1184369,1204369,20001,+,spliceSite,1646,105413,Pavir.8NG037200,2.658246661221697,1194369,Chr08N_1194369,16,9,1184326,1190557,6232,-,41634306,Pavir.8NG037200.1,Pavir.8NG037200.1.p,"PF13522,PF01380","PTHR10937,PTHR10937:SF0",NA,2.6.1.16,K00820,"GO:0030246,GO:0005975,GO:1901137,GO:0004360",AT3G24090.1,NA,glutamine-fructose-6-phosphate transaminase (isomerizing)s;sugar binding;transaminases,LOC_Os11g03900.1,NA,"glucosamine--fructose-6-phosphate aminotransferase 1, putative, expressed",10043,3812,3812
Chr08N,1184369,1204369,20001,+,spliceSite,1646,105414,Pavir.8NG037000,2.658246661221697,1194369,Chr08N_1194369,16,9,1198048,1199257,1210,-,41631885,Pavir.8NG037000.3,Pavir.8NG037000.3.p,PF13233,"PTHR35763,PTHR35763:SF1",NA,NA,NA,NA,AT5G51960.1,NA,NA,LOC_Os11g03920.1,NA,expressed protein,-3679,-4888,3679
Chr08N,1547945,1567945,20001,+,spliceSite,1647,103410,Pavir.8NG025701,2.795186255172853,1557945,Chr08N_1557945,16,9,1546281,1556580,10300,+,41631307,Pavir.8NG025701.1,Pavir.8NG025701.1.p,PF04177,"PTHR10933,PTHR10933:SF9",KOG2830,NA,NA,GO:0009966,AT5G53000.1,TAP46,2A phosphatase associated protein of 46 kD,LOC_Os12g04290.1,NA,"PP2A regulatory subunit TAP46, putative, expressed",11664,1365,1365
